"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/12/20","06:54","0.009","-","-0.127"
"2022/12/20","07:00","0.037","-","-0.104"
"2022/12/20","07:06","0.065","-","-0.083"
"2022/12/20","07:12","0.093","-","-0.059"
"2022/12/20","07:18","0.121","-","-0.029"
"2022/12/20","07:24","0.149","-","0"
"2022/12/20","07:30","0.177","-","0.029"
"2022/12/20","07:36","0.204","-","0.057"
"2022/12/20","07:42","0.231","-","0.087"
"2022/12/20","07:48","0.257","-","0.116"
"2022/12/20","07:54","0.283","-","0.15"
"2022/12/20","08:00","0.308","-","0.182"
"2022/12/20","08:06","0.333","-","0.216"
"2022/12/20","08:12","0.356","-","0.25"
"2022/12/20","08:18","0.379","-","0.274"
"2022/12/20","08:24","0.4","-","0.307"
"2022/12/20","08:30","0.421","-","0.337"
"2022/12/20","08:36","0.44","-","0.362"
"2022/12/20","08:42","0.458","-","0.384"
"2022/12/20","08:48","0.474","-","0.408"
"2022/12/20","08:54","0.489","-","0.434"
"2022/12/20","09:00","0.503","-","0.457"
"2022/12/20","09:06","0.515","-","0.475"
"2022/12/20","09:12","0.525","-","0.49"
"2022/12/20","09:18","0.534","-","0.506"
"2022/12/20","09:24","0.54","-","0.513"
"2022/12/20","09:30","0.545","-","0.527"
"2022/12/20","09:36","0.548","-","0.543"
"2022/12/20","09:42","0.55","-","0.542"
"2022/12/20","09:48","0.549","-","0.55"
"2022/12/20","09:54","0.547","-","0.562"
"2022/12/20","10:00","0.543","-","0.569"
"2022/12/20","10:06","0.537","-","0.564"
"2022/12/20","10:12","0.529","-","0.558"
"2022/12/20","10:18","0.52","-","0.556"
"2022/12/20","10:24","0.509","-","0.551"
"2022/12/20","10:30","0.496","-","0.534"
"2022/12/20","10:36","0.482","-","0.519"
"2022/12/20","10:42","0.466","-","0.505"
"2022/12/20","10:48","0.449","-","0.486"
"2022/12/20","10:54","0.431","-","0.471"
"2022/12/20","11:00","0.411","-","0.464"
"2022/12/20","11:06","0.39","-","0.443"
"2022/12/20","11:12","0.367","-","0.419"
"2022/12/20","11:18","0.344","-","0.397"
"2022/12/20","11:24","0.319","-","0.374"
"2022/12/20","11:30","0.294","-","0.351"
"2022/12/20","11:36","0.267","-","0.322"
"2022/12/20","11:42","0.24","-","0.299"
"2022/12/20","11:48","0.211","-","0.272"
"2022/12/20","11:54","0.182","-","0.243"
"2022/12/20","12:00","0.153","-","0.208"
"2022/12/20","12:06","0.122","-","0.172"
"2022/12/20","12:12","0.092","-","0.14"
"2022/12/20","12:18","0.06","-","0.104"
"2022/12/20","12:24","0.028","-","0.063"
"2022/12/20","12:30","-0.004","-","0.033"
"2022/12/20","12:36","-0.036","-","0.002"
"2022/12/20","12:42","-0.068","-","-0.035"
"2022/12/20","12:48","-0.101","-","-0.071"
"2022/12/20","12:54","-0.133","-","-0.104"
"2022/12/20","13:00","-0.166","-","-0.135"
"2022/12/20","13:06","-0.198","-","-0.168"
"2022/12/20","13:12","-0.229","-","-0.205"
"2022/12/20","13:18","-0.26","-","-0.235"
"2022/12/20","13:24","-0.291","-","-0.264"
"2022/12/20","13:30","-0.321","-","-0.294"
"2022/12/20","13:36","-0.35","-","-0.324"
"2022/12/20","13:42","-0.378","-","-0.36"
"2022/12/20","13:48","-0.405","-","-0.394"
"2022/12/20","13:54","-0.431","-","-0.425"
"2022/12/20","14:00","-0.456","-","-0.449"
"2022/12/20","14:06","-0.48","-","-0.464"
"2022/12/20","14:12","-0.502","-","-0.48"
"2022/12/20","14:18","-0.524","-","-0.502"
"2022/12/20","14:24","-0.543","-","-0.52"
"2022/12/20","14:30","-0.561","-","-0.532"
"2022/12/20","14:36","-0.578","-","-0.53"
"2022/12/20","14:42","-0.594","-","-0.534"
"2022/12/20","14:48","-0.607","-","-0.547"
"2022/12/20","14:54","-0.62","-","-0.557"
"2022/12/20","15:00","-0.631","-","-0.563"
"2022/12/20","15:06","-0.64","-","-0.57"
"2022/12/20","15:12","-0.648","-","-0.579"
"2022/12/20","15:18","-0.655","-","-0.58"
"2022/12/20","15:24","-0.661","-","-0.586"
"2022/12/20","15:30","-0.665","-","-0.601"
"2022/12/20","15:36","-0.668","-","-0.602"
"2022/12/20","15:42","-0.67","-","-0.594"
"2022/12/20","15:48","-0.67","-","-0.586"
"2022/12/20","15:54","-0.67","-","-0.58"
"2022/12/20","16:00","-0.669","-","-0.579"
"2022/12/20","16:06","-0.666","-","-0.571"
"2022/12/20","16:12","-0.663","-","-0.558"
"2022/12/20","16:18","-0.659","-","-0.56"
"2022/12/20","16:24","-0.654","-","-0.56"
"2022/12/20","16:30","-0.648","-","-0.547"
"2022/12/20","16:36","-0.641","-","-0.533"
"2022/12/20","16:42","-0.633","-","-0.533"
"2022/12/20","16:48","-0.625","-","-0.526"
"2022/12/20","16:54","-0.616","-","-0.51"
"2022/12/20","17:00","-0.606","-","-0.494"
"2022/12/20","17:06","-0.596","-","-0.476"
"2022/12/20","17:12","-0.584","-","-0.46"
"2022/12/20","17:18","-0.572","-","-0.443"
"2022/12/20","17:24","-0.559","-","-0.435"
"2022/12/20","17:30","-0.545","-","-0.426"
"2022/12/20","17:36","-0.531","-","-0.411"
"2022/12/20","17:42","-0.516","-","-0.39"
"2022/12/20","17:48","-0.5","-","-0.377"
"2022/12/20","17:54","-0.483","-","-0.368"
"2022/12/20","18:00","-0.465","-","-0.352"
"2022/12/20","18:06","-0.447","-","-0.331"
"2022/12/20","18:12","-0.428","-","-0.315"
"2022/12/20","18:18","-0.409","-","-0.308"
"2022/12/20","18:24","-0.388","-","-0.295"
"2022/12/20","18:30","-0.368","-","-0.268"
"2022/12/20","18:36","-0.346","-","-0.25"
"2022/12/20","18:42","-0.324","-","-0.239"
"2022/12/20","18:48","-0.301","-","-0.213"
"2022/12/20","18:54","-0.278","-","-0.189"
"2022/12/20","19:00","-0.254","-","-0.173"
"2022/12/20","19:06","-0.229","-","-0.15"
"2022/12/20","19:12","-0.205","-","-0.121"
"2022/12/20","19:18","-0.18","-","-0.099"
"2022/12/20","19:24","-0.154","-","-0.076"
"2022/12/20","19:30","-0.129","-","-0.054"
"2022/12/20","19:36","-0.103","-","-0.02"
"2022/12/20","19:42","-0.077","-","-0.002"
"2022/12/20","19:48","-0.051","-","0.022"
"2022/12/20","19:54","-0.025","-","0.049"
"2022/12/20","20:00","0.001","-","0.07"
"2022/12/20","20:06","0.026","-","0.097"
"2022/12/20","20:12","0.052","-","0.125"
"2022/12/20","20:18","0.076","-","0.162"
"2022/12/20","20:24","0.101","-","0.19"
"2022/12/20","20:30","0.125","-","0.213"
"2022/12/20","20:36","0.148","-","0.238"
"2022/12/20","20:42","0.17","-","0.271"
"2022/12/20","20:48","0.191","-","0.294"
"2022/12/20","20:54","0.212","-","0.314"
"2022/12/20","21:00","0.231","-","0.336"
"2022/12/20","21:06","0.249","-","0.359"
"2022/12/20","21:12","0.265","-","0.385"
"2022/12/20","21:18","0.281","-","0.405"
"2022/12/20","21:24","0.294","-","0.428"
"2022/12/20","21:30","0.306","-","0.446"
"2022/12/20","21:36","0.317","-","0.455"
"2022/12/20","21:42","0.326","-","0.467"
"2022/12/20","21:48","0.332","-","0.482"
"2022/12/20","21:54","0.337","-","0.497"
"2022/12/20","22:00","0.341","-","0.506"
"2022/12/20","22:06","0.342","-","0.522"
"2022/12/20","22:12","0.341","-","0.525"
"2022/12/20","22:18","0.339","-","0.527"
"2022/12/20","22:24","0.335","-","0.522"
"2022/12/20","22:30","0.328","-","0.523"
"2022/12/20","22:36","0.32","-","0.518"
"2022/12/20","22:42","0.31","-","0.516"
"2022/12/20","22:48","0.299","-","0.519"
"2022/12/20","22:54","0.285","-","0.51"
"2022/12/20","23:00","0.27","-","0.499"
"2022/12/20","23:06","0.253","-","0.482"
"2022/12/20","23:12","0.235","-","0.474"
"2022/12/20","23:18","0.216","-","0.449"
"2022/12/20","23:24","0.195","-","0.435"
"2022/12/20","23:30","0.172","-","0.414"
"2022/12/20","23:36","0.149","-","0.392"
"2022/12/20","23:42","0.124","-","0.367"
"2022/12/20","23:48","0.098","-","0.344"
"2022/12/20","23:54","0.072","-","0.321"
"2022/12/21","00:00","0.044","-","0.287"
"2022/12/21","00:06","0.016","-","0.266"
"2022/12/21","00:12","-0.014","-","0.236"
"2022/12/21","00:18","-0.044","-","0.202"
"2022/12/21","00:24","-0.074","-","0.163"
"2022/12/21","00:30","-0.105","-","0.13"
"2022/12/21","00:36","-0.136","-","0.095"
"2022/12/21","00:42","-0.168","-","0.048"
"2022/12/21","00:48","-0.2","-","0.011"
"2022/12/21","00:54","-0.232","-","-0.026"
"2022/12/21","01:00","-0.264","-","-0.063"
"2022/12/21","01:06","-0.296","-","-0.103"
"2022/12/21","01:12","-0.328","-","-0.145"
"2022/12/21","01:18","-0.359","-","-0.18"
"2022/12/21","01:24","-0.391","-","-0.22"
"2022/12/21","01:30","-0.421","-","-0.256"
"2022/12/21","01:36","-0.451","-","-0.292"
"2022/12/21","01:42","-0.48","-","-0.33"
"2022/12/21","01:48","-0.508","-","-0.365"
"2022/12/21","01:54","-0.536","-","-0.393"
"2022/12/21","02:00","-0.562","-","-0.424"
"2022/12/21","02:06","-0.587","-","-0.456"
"2022/12/21","02:12","-0.61","-","-0.49"
"2022/12/21","02:18","-0.633","-","-0.515"
"2022/12/21","02:24","-0.653","-","-0.532"
"2022/12/21","02:30","-0.673","-","-0.555"
"2022/12/21","02:36","-0.69","-","-0.582"
"2022/12/21","02:42","-0.706","-","-0.596"
"2022/12/21","02:48","-0.721","-","-0.608"
"2022/12/21","02:54","-0.733","-","-0.623"
"2022/12/21","03:00","-0.744","-","-0.638"
"2022/12/21","03:06","-0.753","-","-0.639"
"2022/12/21","03:12","-0.76","-","-0.644"
"2022/12/21","03:18","-0.766","-","-0.651"
"2022/12/21","03:24","-0.77","-","-0.643"
"2022/12/21","03:30","-0.772","-","-0.636"
"2022/12/21","03:36","-0.773","-","-0.632"
"2022/12/21","03:42","-0.772","-","-0.632"
"2022/12/21","03:48","-0.769","-","-0.618"
"2022/12/21","03:54","-0.766","-","-0.606"
"2022/12/21","04:00","-0.76","-","-0.599"
"2022/12/21","04:06","-0.754","-","-0.582"
"2022/12/21","04:12","-0.746","-","-0.568"
"2022/12/21","04:18","-0.737","-","-0.554"
"2022/12/21","04:24","-0.727","-","-0.537"
"2022/12/21","04:30","-0.716","-","-0.519"
"2022/12/21","04:36","-0.704","-","-0.49"
"2022/12/21","04:42","-0.691","-","-0.468"
"2022/12/21","04:48","-0.677","-","-0.452"
"2022/12/21","04:54","-0.662","-","-0.437"
"2022/12/21","05:00","-0.647","-","-0.411"
"2022/12/21","05:06","-0.631","-","-0.39"
"2022/12/21","05:12","-0.614","-","-0.373"
"2022/12/21","05:18","-0.596","-","-0.351"
"2022/12/21","05:24","-0.578","-","-0.331"
"2022/12/21","05:30","-0.559","-","-0.316"
"2022/12/21","05:36","-0.539","-","-0.293"
"2022/12/21","05:42","-0.519","-","-0.26"
"2022/12/21","05:48","-0.498","-","-0.232"
"2022/12/21","05:54","-0.476","-","-0.206"
"2022/12/21","06:00","-0.454","-","-0.182"
"2022/12/21","06:06","-0.432","-","-0.161"
"2022/12/21","06:12","-0.408","-","-0.138"
"2022/12/21","06:18","-0.385","-","-0.117"
"2022/12/21","06:24","-0.36","-","-0.09"
"2022/12/21","06:30","-0.335","-","-0.06"
"2022/12/21","06:36","-0.309","-","-0.037"
"2022/12/21","06:42","-0.283","-","-0.029"
"2022/12/21","06:48","-0.257","-","-0.01"
"2022/12/21","06:54","-0.229","-","0.025"
"2022/12/21","07:00","-0.201","-","0.054"
"2022/12/21","07:06","-0.173","-","0.075"
"2022/12/21","07:12","-0.144","-","0.1"
"2022/12/21","07:18","-0.115","-","0.119"
"2022/12/21","07:24","-0.086","-","0.138"
"2022/12/21","07:30","-0.056","-","0.161"
"2022/12/21","07:36","-0.025","-","0.19"
"2022/12/21","07:42","0.005","-","0.217"
"2022/12/21","07:48","0.036","-","0.24"
"2022/12/21","07:54","0.067","-","0.263"
"2022/12/21","08:00","0.098","-","0.288"
"2022/12/21","08:06","0.13","-","0.309"
"2022/12/21","08:12","0.161","-","0.337"
"2022/12/21","08:18","0.192","-","0.369"
"2022/12/21","08:24","0.223","-","0.398"
"2022/12/21","08:30","0.254","-","0.426"
"2022/12/21","08:36","0.284","-","0.456"
"2022/12/21","08:42","0.314","-","0.482"
"2022/12/21","08:48","0.344","-","0.504"
"2022/12/21","08:54","0.373","-","0.528"
"2022/12/21","09:00","0.401","-","0.546"
"2022/12/21","09:06","0.428","-","0.57"
"2022/12/21","09:12","0.454","-","0.594"
"2022/12/21","09:18","0.48","-","0.619"
"2022/12/21","09:24","0.503","-","0.647"
"2022/12/21","09:30","0.526","-","0.673"
"2022/12/21","09:36","0.547","-","0.696"
"2022/12/21","09:42","0.567","-","0.72"
"2022/12/21","09:48","0.585","-","0.745"
"2022/12/21","09:54","0.601","-","0.768"
"2022/12/21","10:00","0.615","-","0.784"
"2022/12/21","10:06","0.627","-","0.8"
"2022/12/21","10:12","0.638","-","0.812"
"2022/12/21","10:18","0.646","-","0.827"
"2022/12/21","10:24","0.653","-","0.84"
"2022/12/21","10:30","0.657","-","0.848"
"2022/12/21","10:36","0.659","-","0.865"
"2022/12/21","10:42","0.658","-","0.872"
"2022/12/21","10:48","0.656","-","0.871"
"2022/12/21","10:54","0.652","-","0.873"
"2022/12/21","11:00","0.645","-","0.874"
"2022/12/21","11:06","0.636","-","0.869"
"2022/12/21","11:12","0.625","-","0.864"
"2022/12/21","11:18","0.612","-","0.856"
"2022/12/21","11:24","0.598","-","0.841"
"2022/12/21","11:30","0.581","-","0.826"
"2022/12/21","11:36","0.562","-","0.814"
"2022/12/21","11:42","0.542","-","0.794"
"2022/12/21","11:48","0.52","-","0.781"
"2022/12/21","11:54","0.496","-","0.761"
"2022/12/21","12:00","0.471","-","0.744"
"2022/12/21","12:06","0.444","-","0.711"
"2022/12/21","12:12","0.416","-","0.69"
"2022/12/21","12:18","0.387","-","0.663"
"2022/12/21","12:24","0.356","-","0.633"
"2022/12/21","12:30","0.324","-","0.594"
"2022/12/21","12:36","0.291","-","0.562"
"2022/12/21","12:42","0.258","-","0.529"
"2022/12/21","12:48","0.223","-","0.497"
"2022/12/21","12:54","0.187","-","0.467"
"2022/12/21","13:00","0.151","-","0.431"
"2022/12/21","13:06","0.115","-","0.389"
"2022/12/21","13:12","0.078","-","0.35"
"2022/12/21","13:18","0.04","-","0.311"
"2022/12/21","13:24","0.002","-","0.27"
"2022/12/21","13:30","-0.036","-","0.23"
"2022/12/21","13:36","-0.074","-","0.19"
"2022/12/21","13:42","-0.112","-","0.148"
"2022/12/21","13:48","-0.149","-","0.103"
"2022/12/21","13:54","-0.187","-","0.065"
"2022/12/21","14:00","-0.224","-","0.026"
"2022/12/21","14:06","-0.26","-","-0.016"
"2022/12/21","14:12","-0.296","-","-0.063"
"2022/12/21","14:18","-0.331","-","-0.103"
"2022/12/21","14:24","-0.365","-","-0.143"
"2022/12/21","14:30","-0.398","-","-0.182"
"2022/12/21","14:36","-0.429","-","-0.224"
"2022/12/21","14:42","-0.46","-","-0.259"
"2022/12/21","14:48","-0.489","-","-0.293"
"2022/12/21","14:54","-0.517","-","-0.327"
"2022/12/21","15:00","-0.543","-","-0.357"
"2022/12/21","15:06","-0.568","-","-0.386"
"2022/12/21","15:12","-0.591","-","-0.41"
"2022/12/21","15:18","-0.612","-","-0.436"
"2022/12/21","15:24","-0.632","-","-0.464"
"2022/12/21","15:30","-0.65","-","-0.482"
"2022/12/21","15:36","-0.666","-","-0.499"
"2022/12/21","15:42","-0.68","-","-0.508"
"2022/12/21","15:48","-0.693","-","-0.522"
"2022/12/21","15:54","-0.704","-","-0.541"
"2022/12/21","16:00","-0.714","-","-0.545"
"2022/12/21","16:06","-0.722","-","-0.55"
"2022/12/21","16:12","-0.729","-","-0.556"
"2022/12/21","16:18","-0.734","-","-0.565"
"2022/12/21","16:24","-0.737","-","-0.562"
"2022/12/21","16:30","-0.74","-","-0.563"
"2022/12/21","16:36","-0.741","-","-0.57"
"2022/12/21","16:42","-0.741","-","-0.571"
"2022/12/21","16:48","-0.739","-","-0.562"
"2022/12/21","16:54","-0.737","-","-0.562"
"2022/12/21","17:00","-0.734","-","-0.569"
"2022/12/21","17:06","-0.729","-","-0.567"
"2022/12/21","17:12","-0.724","-","-0.56"
"2022/12/21","17:18","-0.718","-","-0.554"
"2022/12/21","17:24","-0.71","-","-0.552"
"2022/12/21","17:30","-0.702","-","-0.537"
"2022/12/21","17:36","-0.694","-","-0.53"
"2022/12/21","17:42","-0.684","-","-0.519"
"2022/12/21","17:48","-0.674","-","-0.509"
"2022/12/21","17:54","-0.663","-","-0.493"
"2022/12/21","18:00","-0.651","-","-0.48"
"2022/12/21","18:06","-0.638","-","-0.473"
"2022/12/21","18:12","-0.625","-","-0.461"
"2022/12/21","18:18","-0.611","-","-0.446"
"2022/12/21","18:24","-0.596","-","-0.437"
"2022/12/21","18:30","-0.58","-","-0.43"
"2022/12/21","18:36","-0.563","-","-0.414"
"2022/12/21","18:42","-0.546","-","-0.393"
"2022/12/21","18:48","-0.528","-","-0.378"
"2022/12/21","18:54","-0.509","-","-0.367"
"2022/12/21","19:00","-0.49","-","-0.357"
"2022/12/21","19:06","-0.469","-","-0.342"
"2022/12/21","19:12","-0.448","-","-0.32"
"2022/12/21","19:18","-0.426","-","-0.298"
"2022/12/21","19:24","-0.403","-","-0.272"
"2022/12/21","19:30","-0.38","-","-0.253"
"2022/12/21","19:36","-0.355","-","-0.237"
"2022/12/21","19:42","-0.33","-","-0.217"
"2022/12/21","19:48","-0.304","-","-0.192"
"2022/12/21","19:54","-0.278","-","-0.16"
"2022/12/21","20:00","-0.251","-","-0.138"
"2022/12/21","20:06","-0.223","-","-0.11"
"2022/12/21","20:12","-0.195","-","-0.08"
"2022/12/21","20:18","-0.167","-","-0.048"
"2022/12/21","20:24","-0.138","-","-0.022"
"2022/12/21","20:30","-0.108","-","0.006"
"2022/12/21","20:36","-0.079","-","0.036"
"2022/12/21","20:42","-0.049","-","0.061"
"2022/12/21","20:48","-0.019","-","0.097"
"2022/12/21","20:54","0.011","-","0.133"
"2022/12/21","21:00","0.041","-","0.173"
"2022/12/21","21:06","0.07","-","0.203"
"2022/12/21","21:12","0.099","-","0.232"
"2022/12/21","21:18","0.128","-","0.258"
"2022/12/21","21:24","0.156","-","0.292"
"2022/12/21","21:30","0.184","-","0.326"
"2022/12/21","21:36","0.21","-","0.359"
"2022/12/21","21:42","0.235","-","0.383"
"2022/12/21","21:48","0.26","-","0.395"
"2022/12/21","21:54","0.283","-","0.418"
"2022/12/21","22:00","0.304","-","0.44"
"2022/12/21","22:06","0.324","-","0.471"
"2022/12/21","22:12","0.343","-","0.487"
"2022/12/21","22:18","0.359","-","0.506"
"2022/12/21","22:24","0.374","-","0.52"
"2022/12/21","22:30","0.387","-","0.534"
"2022/12/21","22:36","0.397","-","0.545"
"2022/12/21","22:42","0.406","-","0.553"
"2022/12/21","22:48","0.412","-","0.569"
"2022/12/21","22:54","0.417","-","0.573"
"2022/12/21","23:00","0.419","-","0.572"
"2022/12/21","23:06","0.418","-","0.574"
"2022/12/21","23:12","0.416","-","0.571"
"2022/12/21","23:18","0.411","-","0.561"
"2022/12/21","23:24","0.404","-","0.552"
"2022/12/21","23:30","0.394","-","0.55"
"2022/12/21","23:36","0.383","-","0.54"
"2022/12/21","23:42","0.369","-","0.519"
"2022/12/21","23:48","0.354","-","0.508"
"2022/12/21","23:54","0.336","-","0.495"
"2022/12/22","00:00","0.316","-","0.466"
"2022/12/22","00:06","0.295","-","0.443"
"2022/12/22","00:12","0.272","-","0.424"
"2022/12/22","00:18","0.247","-","0.394"
"2022/12/22","00:24","0.221","-","0.362"
"2022/12/22","00:30","0.193","-","0.346"
"2022/12/22","00:36","0.164","-","0.314"
"2022/12/22","00:42","0.134","-","0.274"
"2022/12/22","00:48","0.102","-","0.236"
"2022/12/22","00:54","0.07","-","0.21"
"2022/12/22","01:00","0.036","-","0.177"
"2022/12/22","01:06","0.002","-","0.137"
"2022/12/22","01:12","-0.033","-","0.102"
"2022/12/22","01:18","-0.069","-","0.075"
"2022/12/22","01:24","-0.105","-","0.037"
"2022/12/22","01:30","-0.142","-","-0.002"
"2022/12/22","01:36","-0.179","-","-0.048"
"2022/12/22","01:42","-0.216","-","-0.086"
"2022/12/22","01:48","-0.253","-","-0.123"
"2022/12/22","01:54","-0.29","-","-0.166"
"2022/12/22","02:00","-0.327","-","-0.206"
"2022/12/22","02:06","-0.363","-","-0.247"
"2022/12/22","02:12","-0.399","-","-0.276"
"2022/12/22","02:18","-0.434","-","-0.313"
"2022/12/22","02:24","-0.469","-","-0.343"
"2022/12/22","02:30","-0.503","-","-0.371"
"2022/12/22","02:36","-0.535","-","-0.406"
"2022/12/22","02:42","-0.567","-","-0.441"
"2022/12/22","02:48","-0.597","-","-0.47"
"2022/12/22","02:54","-0.626","-","-0.502"
"2022/12/22","03:00","-0.653","-","-0.538"
"2022/12/22","03:06","-0.679","-","-0.565"
"2022/12/22","03:12","-0.703","-","-0.582"
"2022/12/22","03:18","-0.726","-","-0.601"
"2022/12/22","03:24","-0.746","-","-0.616"
"2022/12/22","03:30","-0.764","-","-0.63"
"2022/12/22","03:36","-0.781","-","-0.638"
"2022/12/22","03:42","-0.796","-","-0.652"
"2022/12/22","03:48","-0.808","-","-0.672"
"2022/12/22","03:54","-0.819","-","-0.684"
"2022/12/22","04:00","-0.827","-","-0.69"
"2022/12/22","04:06","-0.834","-","-0.687"
"2022/12/22","04:12","-0.839","-","-0.687"
"2022/12/22","04:18","-0.842","-","-0.692"
"2022/12/22","04:24","-0.842","-","-0.683"
"2022/12/22","04:30","-0.842","-","-0.677"
"2022/12/22","04:36","-0.839","-","-0.678"
"2022/12/22","04:42","-0.835","-","-0.672"
"2022/12/22","04:48","-0.829","-","-0.654"
"2022/12/22","04:54","-0.822","-","-0.635"
"2022/12/22","05:00","-0.814","-","-0.636"
"2022/12/22","05:06","-0.804","-","-0.643"
"2022/12/22","05:12","-0.793","-","-0.64"
"2022/12/22","05:18","-0.781","-","-0.629"
"2022/12/22","05:24","-0.767","-","-0.61"
"2022/12/22","05:30","-0.753","-","-0.593"
"2022/12/22","05:36","-0.738","-","-0.577"
"2022/12/22","05:42","-0.722","-","-0.552"
"2022/12/22","05:48","-0.705","-","-0.538"
"2022/12/22","05:54","-0.688","-","-0.523"
"2022/12/22","06:00","-0.67","-","-0.504"
"2022/12/22","06:06","-0.651","-","-0.488"
"2022/12/22","06:12","-0.631","-","-0.472"
"2022/12/22","06:18","-0.611","-","-0.455"
"2022/12/22","06:24","-0.591","-","-0.441"
"2022/12/22","06:30","-0.569","-","-0.427"
"2022/12/22","06:36","-0.547","-","-0.414"
"2022/12/22","06:42","-0.525","-","-0.396"
"2022/12/22","06:48","-0.502","-","-0.381"
"2022/12/22","06:54","-0.478","-","-0.361"
"2022/12/22","07:00","-0.454","-","-0.328"
"2022/12/22","07:06","-0.429","-","-0.305"
"2022/12/22","07:12","-0.403","-","-0.294"
"2022/12/22","07:18","-0.377","-","-0.273"
"2022/12/22","07:24","-0.35","-","-0.244"
"2022/12/22","07:30","-0.323","-","-0.227"
"2022/12/22","07:36","-0.295","-","-0.206"
"2022/12/22","07:42","-0.266","-","-0.171"
"2022/12/22","07:48","-0.237","-","-0.143"
"2022/12/22","07:54","-0.207","-","-0.124"
"2022/12/22","08:00","-0.176","-","-0.108"
"2022/12/22","08:06","-0.145","-","-0.083"
"2022/12/22","08:12","-0.113","-","-0.054"
"2022/12/22","08:18","-0.081","-","-0.028"
"2022/12/22","08:24","-0.048","-","-0.002"
"2022/12/22","08:30","-0.014","-","0.03"
"2022/12/22","08:36","0.019","-","0.064"
"2022/12/22","08:42","0.054","-","0.092"
"2022/12/22","08:48","0.088","-","0.128"
"2022/12/22","08:54","0.123","-","0.174"
"2022/12/22","09:00","0.158","-","0.219"
"2022/12/22","09:06","0.193","-","0.255"
"2022/12/22","09:12","0.228","-","0.289"
"2022/12/22","09:18","0.263","-","0.321"
