"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2023/12/16","12:48","-0.21","-","-0.187"
"2023/12/16","12:54","-0.184","-","-0.167"
"2023/12/16","13:00","-0.159","-","-0.142"
"2023/12/16","13:06","-0.133","-","-0.122"
"2023/12/16","13:12","-0.108","-","-0.103"
"2023/12/16","13:18","-0.082","-","-0.081"
"2023/12/16","13:24","-0.057","-","-0.062"
"2023/12/16","13:30","-0.032","-","-0.033"
"2023/12/16","13:36","-0.008","-","-0.008"
"2023/12/16","13:42","0.016","-","0.018"
"2023/12/16","13:48","0.04","-","0.049"
"2023/12/16","13:54","0.063","-","0.074"
"2023/12/16","14:00","0.085","-","0.109"
"2023/12/16","14:06","0.106","-","0.132"
"2023/12/16","14:12","0.127","-","0.15"
"2023/12/16","14:18","0.147","-","0.172"
"2023/12/16","14:24","0.166","-","0.193"
"2023/12/16","14:30","0.184","-","0.202"
"2023/12/16","14:36","0.201","-","0.217"
"2023/12/16","14:42","0.217","-","0.232"
"2023/12/16","14:48","0.233","-","0.243"
"2023/12/16","14:54","0.247","-","0.259"
"2023/12/16","15:00","0.261","-","0.27"
"2023/12/16","15:06","0.273","-","0.292"
"2023/12/16","15:12","0.285","-","0.311"
"2023/12/16","15:18","0.296","-","0.327"
"2023/12/16","15:24","0.306","-","0.343"
"2023/12/16","15:30","0.316","-","0.36"
"2023/12/16","15:36","0.324","-","0.373"
"2023/12/16","15:42","0.332","-","0.384"
"2023/12/16","15:48","0.339","-","0.4"
"2023/12/16","15:54","0.345","-","0.41"
"2023/12/16","16:00","0.35","-","0.407"
"2023/12/16","16:06","0.354","-","0.41"
"2023/12/16","16:12","0.358","-","0.407"
"2023/12/16","16:18","0.361","-","0.413"
"2023/12/16","16:24","0.363","-","0.424"
"2023/12/16","16:30","0.364","-","0.424"
"2023/12/16","16:36","0.365","-","0.427"
"2023/12/16","16:42","0.364","-","0.431"
"2023/12/16","16:48","0.363","-","0.438"
"2023/12/16","16:54","0.36","-","0.448"
"2023/12/16","17:00","0.357","-","0.448"
"2023/12/16","17:06","0.353","-","0.446"
"2023/12/16","17:12","0.348","-","0.443"
"2023/12/16","17:18","0.341","-","0.438"
"2023/12/16","17:24","0.334","-","0.433"
"2023/12/16","17:30","0.326","-","0.417"
"2023/12/16","17:36","0.317","-","0.409"
"2023/12/16","17:42","0.307","-","0.406"
"2023/12/16","17:48","0.296","-","0.387"
"2023/12/16","17:54","0.284","-","0.368"
"2023/12/16","18:00","0.271","-","0.358"
"2023/12/16","18:06","0.257","-","0.35"
"2023/12/16","18:12","0.243","-","0.339"
"2023/12/16","18:18","0.228","-","0.327"
"2023/12/16","18:24","0.212","-","0.318"
"2023/12/16","18:30","0.195","-","0.31"
"2023/12/16","18:36","0.178","-","0.288"
"2023/12/16","18:42","0.16","-","0.265"
"2023/12/16","18:48","0.142","-","0.245"
"2023/12/16","18:54","0.123","-","0.228"
"2023/12/16","19:00","0.104","-","0.214"
"2023/12/16","19:06","0.085","-","0.192"
"2023/12/16","19:12","0.065","-","0.179"
"2023/12/16","19:18","0.045","-","0.158"
"2023/12/16","19:24","0.025","-","0.141"
"2023/12/16","19:30","0.005","-","0.123"
"2023/12/16","19:36","-0.015","-","0.106"
"2023/12/16","19:42","-0.035","-","0.092"
"2023/12/16","19:48","-0.056","-","0.082"
"2023/12/16","19:54","-0.076","-","0.07"
"2023/12/16","20:00","-0.096","-","0.048"
"2023/12/16","20:06","-0.117","-","0.026"
"2023/12/16","20:12","-0.137","-","0.001"
"2023/12/16","20:18","-0.157","-","-0.009"
"2023/12/16","20:24","-0.177","-","-0.024"
"2023/12/16","20:30","-0.197","-","-0.045"
"2023/12/16","20:36","-0.218","-","-0.058"
"2023/12/16","20:42","-0.238","-","-0.07"
"2023/12/16","20:48","-0.258","-","-0.086"
"2023/12/16","20:54","-0.277","-","-0.099"
"2023/12/16","21:00","-0.297","-","-0.121"
"2023/12/16","21:06","-0.317","-","-0.133"
"2023/12/16","21:12","-0.336","-","-0.155"
"2023/12/16","21:18","-0.356","-","-0.177"
"2023/12/16","21:24","-0.375","-","-0.204"
"2023/12/16","21:30","-0.394","-","-0.237"
"2023/12/16","21:36","-0.412","-","-0.268"
"2023/12/16","21:42","-0.431","-","-0.288"
"2023/12/16","21:48","-0.448","-","-0.308"
"2023/12/16","21:54","-0.466","-","-0.332"
"2023/12/16","22:00","-0.483","-","-0.347"
"2023/12/16","22:06","-0.499","-","-0.358"
"2023/12/16","22:12","-0.514","-","-0.371"
"2023/12/16","22:18","-0.529","-","-0.384"
"2023/12/16","22:24","-0.543","-","-0.405"
"2023/12/16","22:30","-0.556","-","-0.419"
"2023/12/16","22:36","-0.568","-","-0.435"
"2023/12/16","22:42","-0.579","-","-0.451"
"2023/12/16","22:48","-0.589","-","-0.451"
"2023/12/16","22:54","-0.598","-","-0.461"
"2023/12/16","23:00","-0.605","-","-0.47"
"2023/12/16","23:06","-0.612","-","-0.473"
"2023/12/16","23:12","-0.616","-","-0.482"
"2023/12/16","23:18","-0.62","-","-0.483"
"2023/12/16","23:24","-0.622","-","-0.474"
"2023/12/16","23:30","-0.622","-","-0.472"
"2023/12/16","23:36","-0.621","-","-0.469"
"2023/12/16","23:42","-0.618","-","-0.476"
"2023/12/16","23:48","-0.614","-","-0.474"
"2023/12/16","23:54","-0.608","-","-0.469"
"2023/12/17","00:00","-0.601","-","-0.462"
"2023/12/17","00:06","-0.592","-","-0.446"
"2023/12/17","00:12","-0.582","-","-0.436"
"2023/12/17","00:18","-0.57","-","-0.423"
"2023/12/17","00:24","-0.558","-","-0.402"
"2023/12/17","00:30","-0.543","-","-0.388"
"2023/12/17","00:36","-0.528","-","-0.361"
"2023/12/17","00:42","-0.511","-","-0.35"
"2023/12/17","00:48","-0.493","-","-0.327"
"2023/12/17","00:54","-0.475","-","-0.302"
"2023/12/17","01:00","-0.455","-","-0.283"
"2023/12/17","01:06","-0.435","-","-0.256"
"2023/12/17","01:12","-0.414","-","-0.233"
"2023/12/17","01:18","-0.392","-","-0.205"
"2023/12/17","01:24","-0.37","-","-0.17"
"2023/12/17","01:30","-0.348","-","-0.141"
"2023/12/17","01:36","-0.326","-","-0.115"
"2023/12/17","01:42","-0.303","-","-0.091"
"2023/12/17","01:48","-0.281","-","-0.063"
"2023/12/17","01:54","-0.258","-","-0.033"
"2023/12/17","02:00","-0.236","-","0"
"2023/12/17","02:06","-0.215","-","0.028"
"2023/12/17","02:12","-0.193","-","0.056"
"2023/12/17","02:18","-0.172","-","0.082"
"2023/12/17","02:24","-0.152","-","0.109"
"2023/12/17","02:30","-0.132","-","0.138"
"2023/12/17","02:36","-0.112","-","0.161"
"2023/12/17","02:42","-0.094","-","0.184"
"2023/12/17","02:48","-0.076","-","0.209"
"2023/12/17","02:54","-0.059","-","0.227"
"2023/12/17","03:00","-0.043","-","0.245"
"2023/12/17","03:06","-0.027","-","0.263"
"2023/12/17","03:12","-0.012","-","0.286"
"2023/12/17","03:18","0.002","-","0.305"
"2023/12/17","03:24","0.015","-","0.319"
"2023/12/17","03:30","0.028","-","0.334"
"2023/12/17","03:36","0.04","-","0.348"
"2023/12/17","03:42","0.051","-","0.359"
"2023/12/17","03:48","0.061","-","0.366"
"2023/12/17","03:54","0.071","-","0.374"
"2023/12/17","04:00","0.08","-","0.387"
"2023/12/17","04:06","0.088","-","0.404"
"2023/12/17","04:12","0.096","-","0.413"
"2023/12/17","04:18","0.103","-","0.414"
"2023/12/17","04:24","0.11","-","0.417"
"2023/12/17","04:30","0.115","-","0.419"
"2023/12/17","04:36","0.12","-","0.43"
"2023/12/17","04:42","0.125","-","0.435"
"2023/12/17","04:48","0.128","-","0.435"
"2023/12/17","04:54","0.131","-","0.442"
"2023/12/17","05:00","0.134","-","0.444"
"2023/12/17","05:06","0.135","-","0.442"
"2023/12/17","05:12","0.136","-","0.444"
"2023/12/17","05:18","0.136","-","0.441"
"2023/12/17","05:24","0.135","-","0.44"
"2023/12/17","05:30","0.133","-","0.441"
"2023/12/17","05:36","0.13","-","0.436"
"2023/12/17","05:42","0.127","-","0.435"
"2023/12/17","05:48","0.123","-","0.437"
"2023/12/17","05:54","0.117","-","0.429"
"2023/12/17","06:00","0.111","-","0.421"
"2023/12/17","06:06","0.105","-","0.418"
"2023/12/17","06:12","0.097","-","0.417"
"2023/12/17","06:18","0.089","-","0.414"
"2023/12/17","06:24","0.079","-","0.413"
"2023/12/17","06:30","0.069","-","0.407"
"2023/12/17","06:36","0.059","-","0.409"
"2023/12/17","06:42","0.048","-","0.402"
"2023/12/17","06:48","0.036","-","0.387"
"2023/12/17","06:54","0.024","-","0.37"
"2023/12/17","07:00","0.011","-","0.352"
"2023/12/17","07:06","-0.002","-","0.339"
"2023/12/17","07:12","-0.016","-","0.325"
"2023/12/17","07:18","-0.029","-","0.318"
"2023/12/17","07:24","-0.043","-","0.299"
"2023/12/17","07:30","-0.058","-","0.283"
"2023/12/17","07:36","-0.072","-","0.269"
"2023/12/17","07:42","-0.086","-","0.254"
"2023/12/17","07:48","-0.101","-","0.235"
"2023/12/17","07:54","-0.115","-","0.218"
"2023/12/17","08:00","-0.129","-","0.207"
"2023/12/17","08:06","-0.144","-","0.194"
"2023/12/17","08:12","-0.158","-","0.184"
"2023/12/17","08:18","-0.172","-","0.179"
"2023/12/17","08:24","-0.186","-","0.169"
"2023/12/17","08:30","-0.2","-","0.156"
"2023/12/17","08:36","-0.213","-","0.145"
"2023/12/17","08:42","-0.227","-","0.123"
"2023/12/17","08:48","-0.241","-","0.115"
"2023/12/17","08:54","-0.254","-","0.106"
"2023/12/17","09:00","-0.267","-","0.096"
"2023/12/17","09:06","-0.281","-","0.085"
"2023/12/17","09:12","-0.294","-","0.07"
"2023/12/17","09:18","-0.307","-","0.068"
"2023/12/17","09:24","-0.32","-","0.052"
"2023/12/17","09:30","-0.333","-","0.036"
"2023/12/17","09:36","-0.346","-","0.026"
